subj	date	Experiment	SessionTime	level	Procedure	Grid1.OnsetTime	Delay.OnsetTime	Target.OnsetTime	Delay_time	ITI	Load	Block	Cue1_img	Cue2_img	Cue3_img	Target_img	Target.RT	Target.RTTime	Target.ACC	Match
11183	20130621	3_A	15:11:29	2	 cueDelay	 131567	 133067		 1500	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cueDelay	 135567	 137067		 3000	 1000	 high		 Cue8.JPG	 Cue2.JPG	 Cue5.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 141067	 142567	 145584	 3000	 1000	 high		 Cue5.JPG	 Cue1.JPG	 Cue3.JPG	 Target2458.JPG	 1098	 146682	 1	 yes
11183	20130621	3_A	15:11:29	2	 cueDelay	 149101	 150601		 4500	 2000	 high		 Cue2.JPG	 Cue8.JPG	 Cue3.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 157101	 158601	 161618	 3000	 4000	 high		 Cue2.JPG	 Cue8.JPG	 Cue5.JPG	 Target1367.JPG	 1375	 162993	 1	 no
11183	20130621	3_A	15:11:29	2	 cue	 168134			 NA	 8000	 high		 Cue6.JPG	 Cue7.JPG	 Cue1.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 177635	 179135	 182151	 3000	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target2458.JPG	 941	 183092	 1	 no
11183	20130621	3_A	15:11:29	2	 cueDelay	 186668	 188168		 3000	 8000	 high		 Cue6.JPG	 Cue4.JPG	 Cue1.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cueDelay	 199168	 200669		 1500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 203169	 204669	 209169	 4500	 2000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target1357.JPG	 1132	 210301	 1	 yes
11183	20130621	3_A	15:11:29	2	 cue	 213685			 NA	 4000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cue	 219186			 NA	 2000	 high		 Cue1.JPG	 Cue8.JPG	 Cue3.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cue	 222686			 NA	 2000	 high		 Cue5.JPG	 Cue4.JPG	 Cue2.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 226186	 227686	 230702	 3000	 2000	 high		 Cue6.JPG	 Cue8.JPG	 Cue3.JPG	 Target1458.JPG	 1006	 231708	 1	 yes
11183	20130621	3_A	15:11:29	2	 cueDelay	 235219	 236719		 1500	 16000	 high		 Cue8.JPG	 Cue4.JPG	 Cue2.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cueDelay	 254220	 255720		 1500	 1000	 high		 Cue6.JPG	 Cue4.JPG	 Cue2.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 258220	 259720	 262737	 3000	 1000	 high		 Cue1.JPG	 Cue3.JPG	 Cue7.JPG	 Target2458.JPG	 1311	 264048	 1	 no
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 266253	 267753	 269270	 1500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target2358.JPG	 1041	 270311	 1	 yes
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 272787	 274287	 277303	 3000	 4000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target2468.JPG	 929	 278232	 1	 yes
11183	20130621	3_A	15:11:29	2	 cue	 283820			 NA	 2000	 high		 Cue6.JPG	 Cue1.JPG	 Cue7.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 287320	 288820	 290337	 1500	 1000	 high		 Cue2.JPG	 Cue5.JPG	 Cue8.JPG	 Target1368.JPG	 1383	 291720	 1	 yes
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 293854	 295354	 296854	 1500	 2000	 high		 Cue4.JPG	 Cue5.JPG	 Cue1.JPG	 Target2368.JPG	 1149	 298003	 1	 no
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 301371	 302871	 305887	 3000	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target2467.JPG	 990	 306877	 1	 yes
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 309404	 310904	 312421	 1500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1358.JPG	 1028	 313449	 1	 yes
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 315938	 317438	 318954	 1500	 8000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1457.JPG	 1151	 320105	 1	 no
11183	20130621	3_A	15:11:29	2	 cue	 329471			 NA	 1000	 high		 Cue6.JPG	 Cue4.JPG	 Cue7.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 331971	 333471	 334988	 1500	 2000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1467.JPG	 1208	 336196	 1	 no
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 339505	 341005	 344022	 3000	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1357.JPG	 1250	 345272	 1	 no
11183	20130621	3_A	15:11:29	2	 cue	 347538			 NA	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cue	 350038			 NA	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 352538	 354038	 358555	 4500	 4000	 high		 Cue3.JPG	 Cue8.JPG	 Cue5.JPG	 Target2457.JPG	 1368	 359923	 1	 yes
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 365072	 366572	 368089	 1500	 1000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target1368.JPG	 1074	 369163	 0	 yes
11183	20130621	3_A	15:11:29	2	 cueDelayProbe	 371606	 373106	 374622	 1500	 1000	 high		 Cue3.JPG	 Cue2.JPG	 Cue6.JPG	 Target1458.JPG	 900	 375522	 1	 no
11183	20130621	3_A	15:11:29	2	 cue	 378139			 NA	 2000	 high		 Cue6.JPG	 Cue8.JPG	 Cue2.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cueDelay	 381639	 383139		 1500	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
11183	20130621	3_A	15:11:29	2	 cueDelay	 385639	 387139		 4500	 4000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cue	 29536			 NA	 4000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 35036	 36520	 41036	 4500	 4000	 high		 Cue2.JPG	 Cue7.JPG	 Cue6.JPG	 Target1458.JPG	 1476	 42512	 1	 no
11190	20130627	3_A	15:41:39	2	 cueDelay	 47553	 49053		 1500	 8000	 high		 Cue7.JPG	 Cue1.JPG	 Cue6.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelay	 58553	 60053		 3000	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 65053	 66553	 68070	 1500	 1000	 high		 Cue4.JPG	 Cue6.JPG	 Cue1.JPG	 Target2358.JPG	 1046	 69116	 1	 no
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 71587	 73087	 74603	 1500	 16000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2468.JPG	 913	 75516	 1	 no
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 93120	 94620	 96137	 1500	 2000	 high		 Cue4.JPG	 Cue2.JPG	 Cue7.JPG	 Target2358.JPG	 884	 97021	 1	 yes
11190	20130627	3_A	15:41:39	2	 cue	 100654			 NA	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cue	 103154			 NA	 4000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 108654	 110154	 114654	 4500	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target2357.JPG	 1038	 115692	 1	 no
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 118171	 119671	 121171	 1500	 1000	 high		 Cue3.JPG	 Cue2.JPG	 Cue7.JPG	 Target1368.JPG	 927	 122098	 1	 yes
11190	20130627	3_A	15:41:39	2	 cueDelay	 124688	 126188		 3000	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelay	 130188	 131688		 1500	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelay	 134188	 135688		 3000	 1000	 high		 Cue8.JPG	 Cue2.JPG	 Cue5.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 139688	 141188	 144205	 3000	 1000	 high		 Cue5.JPG	 Cue1.JPG	 Cue3.JPG	 Target2458.JPG	 1069	 145274	 1	 yes
11190	20130627	3_A	15:41:39	2	 cueDelay	 147721	 149221		 4500	 2000	 high		 Cue2.JPG	 Cue8.JPG	 Cue3.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 155722	 157222	 160238	 3000	 4000	 high		 Cue2.JPG	 Cue8.JPG	 Cue5.JPG	 Target1367.JPG	 1224	 161462	 1	 no
11190	20130627	3_A	15:41:39	2	 cue	 166755			 NA	 8000	 high		 Cue6.JPG	 Cue7.JPG	 Cue1.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 176255	 177755	 180772	 3000	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target2458.JPG	 825	 181597	 1	 no
11190	20130627	3_A	15:41:39	2	 cueDelay	 185289	 186789		 3000	 8000	 high		 Cue6.JPG	 Cue4.JPG	 Cue1.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelay	 197789	 199289		 1500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 201789	 203289	 207789	 4500	 2000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target1357.JPG	 942	 208731	 1	 yes
11190	20130627	3_A	15:41:39	2	 cue	 212306			 NA	 4000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cue	 217806			 NA	 2000	 high		 Cue1.JPG	 Cue8.JPG	 Cue3.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cue	 221306			 NA	 2000	 high		 Cue5.JPG	 Cue4.JPG	 Cue2.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 224806	 226306	 229306	 3000	 2000	 high		 Cue6.JPG	 Cue8.JPG	 Cue3.JPG	 Target1458.JPG	 1036	 230342	 1	 yes
11190	20130627	3_A	15:41:39	2	 cueDelay	 233823	 235323		 1500	 16000	 high		 Cue8.JPG	 Cue4.JPG	 Cue2.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelay	 252823	 254323		 1500	 1000	 high		 Cue6.JPG	 Cue4.JPG	 Cue2.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 256823	 258323	 261323	 3000	 1000	 high		 Cue1.JPG	 Cue3.JPG	 Cue7.JPG	 Target2458.JPG	 1695	 263018	 1	 no
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 264840	 266340	 267857	 1500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target2358.JPG	 476	 268333	 1	 yes
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 271374	 272874	 275874	 3000	 4000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target2468.JPG	 1647	 277521	 1	 yes
11190	20130627	3_A	15:41:39	2	 cue	 282391			 NA	 2000	 high		 Cue6.JPG	 Cue1.JPG	 Cue7.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 285891	 287391	 288907	 1500	 1000	 high		 Cue2.JPG	 Cue5.JPG	 Cue8.JPG	 Target1368.JPG	 850	 289757	 1	 yes
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 292424	 293924	 295424	 1500	 2000	 high		 Cue4.JPG	 Cue5.JPG	 Cue1.JPG	 Target2368.JPG	 956	 296380	 1	 no
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 299941	 301441	 304458	 3000	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target2467.JPG	 955	 305413	 1	 yes
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 307974	 309474	 310991	 1500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1358.JPG	 655	 311646	 1	 yes
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 314508	 316008	 317508	 1500	 8000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1457.JPG	 944	 318452	 1	 no
11190	20130627	3_A	15:41:39	2	 cue	 328025			 NA	 1000	 high		 Cue6.JPG	 Cue4.JPG	 Cue7.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 330525	 332025	 333542	 1500	 2000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1467.JPG	 1083	 334625	 1	 no
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 338058	 339558	 342575	 3000	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1357.JPG	 1708	 344283	 1	 no
11190	20130627	3_A	15:41:39	2	 cue	 346092			 NA	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cue	 348592			 NA	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 351092	 352592	 357109	 4500	 4000	 high		 Cue3.JPG	 Cue8.JPG	 Cue5.JPG	 Target2457.JPG	 1090	 358199	 1	 yes
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 363625	 365125	 366642	 1500	 1000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target1368.JPG	 855	 367497	 1	 yes
11190	20130627	3_A	15:41:39	2	 cueDelayProbe	 370159	 371659	 373176	 1500	 1000	 high		 Cue3.JPG	 Cue2.JPG	 Cue6.JPG	 Target1458.JPG	 845	 374021	 1	 no
11190	20130627	3_A	15:41:39	2	 cue	 376692			 NA	 2000	 high		 Cue6.JPG	 Cue8.JPG	 Cue2.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelay	 380192	 381692		 1500	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
11190	20130627	3_A	15:41:39	2	 cueDelay	 384192	 385692		 4500	 4000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cue	 28220			 NA	 4000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 33720	 35220	 39720	 4500	 4000	 high		 Cue2.JPG	 Cue7.JPG	 Cue6.JPG	 Target1458.JPG	 943	 40663	 1	 no
11193	20130701	3_A	08:18:59	2	 cueDelay	 46237	 47737		 1500	 8000	 high		 Cue7.JPG	 Cue1.JPG	 Cue6.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelay	 57237	 58737		 3000	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 63737	 65238	 66738	 1500	 1000	 high		 Cue4.JPG	 Cue6.JPG	 Cue1.JPG	 Target2358.JPG	 997	 67735	 1	 no
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 70254	 71754	 73254	 1500	 16000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2468.JPG	 923	 74177	 1	 no
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 91771	 93271	 94788	 1500	 2000	 high		 Cue4.JPG	 Cue2.JPG	 Cue7.JPG	 Target2358.JPG	 1256	 96044	 1	 yes
11193	20130701	3_A	08:18:59	2	 cue	 99305			 NA	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cue	 101805			 NA	 4000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 107305	 108805	 113322	 4500	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target2357.JPG	 798	 114120	 1	 no
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 116838	 118339	 119855	 1500	 1000	 high		 Cue3.JPG	 Cue2.JPG	 Cue7.JPG	 Target1368.JPG	 1048	 120903	 1	 yes
11193	20130701	3_A	08:18:59	2	 cueDelay	 123372	 124872		 3000	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelay	 128872	 130372		 1500	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelay	 132872	 134372		 3000	 1000	 high		 Cue8.JPG	 Cue2.JPG	 Cue5.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 138372	 139872	 142889	 3000	 1000	 high		 Cue5.JPG	 Cue1.JPG	 Cue3.JPG	 Target2458.JPG	 913	 143802	 0	 yes
11193	20130701	3_A	08:18:59	2	 cueDelay	 146406	 147906		 4500	 2000	 high		 Cue2.JPG	 Cue8.JPG	 Cue3.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 154406	 155906	 158923	 3000	 4000	 high		 Cue2.JPG	 Cue8.JPG	 Cue5.JPG	 Target1367.JPG	 968	 159891	 1	 no
11193	20130701	3_A	08:18:59	2	 cue	 165439			 NA	 8000	 high		 Cue6.JPG	 Cue7.JPG	 Cue1.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 174940	 176440	 179440	 3000	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target2458.JPG	 953	 180393	 1	 no
11193	20130701	3_A	08:18:59	2	 cueDelay	 183956	 185456		 3000	 8000	 high		 Cue6.JPG	 Cue4.JPG	 Cue1.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelay	 196457	 197957		 1500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 200457	 201957	 206457	 4500	 2000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target1357.JPG	 898	 207355	 1	 yes
11193	20130701	3_A	08:18:59	2	 cue	 210974			 NA	 4000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cue	 216474			 NA	 2000	 high		 Cue1.JPG	 Cue8.JPG	 Cue3.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cue	 219974			 NA	 2000	 high		 Cue5.JPG	 Cue4.JPG	 Cue2.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 223474	 224974	 227974	 3000	 2000	 high		 Cue6.JPG	 Cue8.JPG	 Cue3.JPG	 Target1458.JPG	 1139	 229113	 1	 yes
11193	20130701	3_A	08:18:59	2	 cueDelay	 232491	 233991		 1500	 16000	 high		 Cue8.JPG	 Cue4.JPG	 Cue2.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelay	 251491	 252991		 1500	 1000	 high		 Cue6.JPG	 Cue4.JPG	 Cue2.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 255491	 256991	 260008	 3000	 1000	 high		 Cue1.JPG	 Cue3.JPG	 Cue7.JPG	 Target2458.JPG	 1105	 261113	 1	 no
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 263525	 265025	 266541	 1500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target2358.JPG	 848	 267389	 1	 yes
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 270058	 271558	 274558	 3000	 4000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target2468.JPG	 931	 275489	 1	 yes
11193	20130701	3_A	08:18:59	2	 cue	 281075			 NA	 2000	 high		 Cue6.JPG	 Cue1.JPG	 Cue7.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 284575	 286075	 287575	 1500	 1000	 high		 Cue2.JPG	 Cue5.JPG	 Cue8.JPG	 Target1368.JPG	 1117	 288692	 1	 yes
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 291092	 292592	 294108	 1500	 2000	 high		 Cue4.JPG	 Cue5.JPG	 Cue1.JPG	 Target2368.JPG	 1320	 295428	 0	 no
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 298625	 300125	 303142	 3000	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target2467.JPG	 809	 303951	 1	 yes
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 306659	 308159	 309659	 1500	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1358.JPG	 768	 310427	 1	 yes
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 313175	 314675	 316192	 1500	 8000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1457.JPG	 891	 317083	 1	 no
11193	20130701	3_A	08:18:59	2	 cue	 326709			 NA	 1000	 high		 Cue6.JPG	 Cue4.JPG	 Cue7.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 329209	 330709	 332209	 1500	 2000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1467.JPG	 872	 333081	 1	 no
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 336726	 338226	 341243	 3000	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1357.JPG	 878	 342121	 1	 no
11193	20130701	3_A	08:18:59	2	 cue	 344759			 NA	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cue	 347259			 NA	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 349759	 351259	 355776	 4500	 4000	 high		 Cue3.JPG	 Cue8.JPG	 Cue5.JPG	 Target2457.JPG	 1219	 356995	 1	 yes
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 362293	 363793	 365293	 1500	 1000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target1368.JPG	 1193	 366486	 1	 yes
11193	20130701	3_A	08:18:59	2	 cueDelayProbe	 368810	 370310	 371810	 1500	 1000	 high		 Cue3.JPG	 Cue2.JPG	 Cue6.JPG	 Target1458.JPG	 1388	 373198	 1	 no
11193	20130701	3_A	08:18:59	2	 cue	 375327			 NA	 2000	 high		 Cue6.JPG	 Cue8.JPG	 Cue2.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelay	 378827	 380327		 1500	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
11193	20130701	3_A	08:18:59	2	 cueDelay	 382827	 384327		 4500	 4000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
11206	20130812	3_A	17:23:41	2	 cue	 31627			 NA	 4000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
11206	20130812	3_A	17:23:41	2	 cueDelayProbe	 37127	 38611	 43127	 4500	 4000	 high		 Cue2.JPG	 Cue7.JPG	 Cue6.JPG	 Target1458.JPG	 1082	 44209	 1	 no
11206	20130812	3_A	17:23:41	2	 cueDelay	 49643	 51143		 1500	 8000	 high		 Cue7.JPG	 Cue1.JPG	 Cue6.JPG	 NA				 NA
11206	20130812	3_A	17:23:41	2	 cueDelay	 60643	 62142		 3000	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
11206	20130812	3_A	17:23:41	2	 cueDelayProbe	 67142	 68642	 70159	 1500	 1000	 high		 Cue4.JPG	 Cue6.JPG	 Cue1.JPG	 Target2358.JPG	 1129	 71288	 1	 no
11206	20130812	3_A	17:23:41	2	 cueDelayProbe	 73675	 75175	 76676	 1500	 16000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2468.JPG	 952	 77628	 1	 no
11206	20130812	3_A	17:23:41	2	 cueDelayProbe	 95191	 96691	 98208	 1500	 2000	 high		 Cue4.JPG	 Cue2.JPG	 Cue7.JPG	 Target2358.JPG	 1381	 99589	 1	 yes
11206	20130812	3_A	17:23:41	2	 cue	 102724			 NA	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
11206	20130812	3_A	17:23:41	2	 cue	 105224			 NA	 4000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
11206	20130812	3_A	17:23:41	2	 cueDelayProbe	 110724	 112224	 116724	 4500	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target2357.JPG	 1475	 118199	 1	 no
11206	20130812	3_A	17:23:41	2	 cueDelayProbe	 120240	 121740	 123241	 1500	 1000	 high		 Cue3.JPG	 Cue2.JPG	 Cue7.JPG	 Target1368.JPG	 1620	 124861	 1	 yes
11206	20130812	3_A	17:23:41	2	 cueDelay	 126756	 128256		 3000	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
11206	20130812	3_A	17:23:41	2	 cueDelay	 132256	 133756		 1500	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
11206	20130812	3_A	17:23:41	2	 cueDelay	 136256	 137756		 3000	 1000	 high		 Cue8.JPG	 Cue2.JPG	 Cue5.JPG	 NA				 NA
11206	20130812	3_A	17:23:41	2	 cueDelayProbe	 141756	 143256	 146272	 3000	 1000	 high		 Cue5.JPG	 Cue1.JPG	 Cue3.JPG	 Target2458.JPG	 1775	 148047	 1	 yes
11206	20130812	3_A	17:23:41	2	 cueDelay	 149789	 151289		 4500	 2000	 high		 Cue2.JPG	 Cue8.JPG	 Cue3.JPG	 NA				 NA
11206	20130812	3_A	17:23:41	2	 cueDelayProbe	 157788	 159288	 162305	 3000	 4000	 high		 Cue2.JPG	 Cue8.JPG	 Cue5.JPG	 Target1367.JPG	 1390	 163695	 1	 no
