subj	date	Experiment	SessionTime	level	Procedure	Grid1.OnsetTime	Delay.OnsetTime	Target.OnsetTime	Delay_time	ITI	Load	Block	Cue1_img	Cue2_img	Cue3_img	Target_img	Target.RT	Target.RTTime	Target.ACC	Match
10927	20130405	2_A	14:42:38	2	 cue	 176834			 NA	 4000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 182334	 183834	 188350	 4500	 2000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1457.JPG	 775	 189125	 1	 no
10927	20130405	2_A	14:42:38	2	 cueDelay	 192867	 194367		 3000	 2000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelay	 199366	 200866		 1500	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 210366	 211866	 213399	 1500	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2458.JPG	 800	 214199	 1	 yes
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 216915	 218415	 221432	 3000	 2000	 high		 Cue7.JPG	 Cue6.JPG	 Cue2.JPG	 Target1357.JPG	 1374	 222806	 1	 yes
10927	20130405	2_A	14:42:38	2	 cue	 225948			 NA	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cue	 228448			 NA	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cue	 230948			 NA	 16000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 248447	 249947	 252963	 3000	 8000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target1467.JPG	 777	 253740	 1	 yes
10927	20130405	2_A	14:42:38	2	 cueDelay	 263479	 264979		 4500	 8000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 277478	 278978	 281995	 3000	 1000	 high		 Cue2.JPG	 Cue3.JPG	 Cue8.JPG	 Target1457.JPG	 1155	 283150	 1	 no
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 285511	 287011	 288528	 1500	 1000	 high		 Cue1.JPG	 Cue3.JPG	 Cue8.JPG	 Target2458.JPG	 1230	 289758	 0	 yes
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 292044	 293544	 298060	 4500	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target1357.JPG	 583	 298643	 1	 yes
10927	20130405	2_A	14:42:38	2	 cueDelay	 308576	 310076		 1500	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelay	 313576	 315076		 1500	 1000	 high		 Cue6.JPG	 Cue7.JPG	 Cue3.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelay	 317576	 319076		 1500	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 322575	 324075	 325609	 1500	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target2467.JPG	 794	 326403	 1	 yes
10927	20130405	2_A	14:42:38	2	 cue	 329125			 NA	 2000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 332625	 334125	 337141	 3000	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target1468.JPG	 816	 337957	 1	 yes
10927	20130405	2_A	14:42:38	2	 cueDelay	 340658	 342158		 1500	 2000	 high		 Cue3.JPG	 Cue8.JPG	 Cue1.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 345657	 347157	 348674	 1500	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target1357.JPG	 780	 349454	 1	 no
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 353190	 354690	 356207	 1500	 2000	 high		 Cue3.JPG	 Cue1.JPG	 Cue8.JPG	 Target2457.JPG	 1220	 357427	 1	 no
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 360723	 362223	 363740	 1500	 4000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2467.JPG	 699	 364439	 1	 yes
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 370256	 371756	 374772	 3000	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2468.JPG	 1066	 375838	 1	 no
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 378289	 379789	 381305	 1500	 1000	 high		 Cue4.JPG	 Cue7.JPG	 Cue6.JPG	 Target2358.JPG	 743	 382048	 1	 no
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 384822	 386322	 387838	 1500	 4000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target2467.JPG	 977	 388815	 1	 no
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 394354	 395854	 400354	 4500	 1000	 high		 Cue1.JPG	 Cue7.JPG	 Cue4.JPG	 Target2368.JPG	 856	 401210	 1	 no
10927	20130405	2_A	14:42:38	2	 cue	 403871			 NA	 1000	 high		 Cue3.JPG	 Cue7.JPG	 Cue5.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 29767	 31267	 32784	 1500	 1000	 high		 Cue2.JPG	 Cue4.JPG	 Cue8.JPG	 Target2367.JPG	 1423	 34207	 1	 yes
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 36300	 37800	 39300	 1500	 4000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1357.JPG	 835	 40135	 1	 no
10931	20130219	2_A	15:59:08	2	 cue	 45816			 NA	 1000	 high		 Cue8.JPG	 Cue2.JPG	 Cue3.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelay	 48316	 49816		 1500	 4000	 high		 Cue2.JPG	 Cue6.JPG	 Cue7.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cue	 55316			 NA	 2000	 high		 Cue7.JPG	 Cue3.JPG	 Cue5.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 58816	 60316	 63332	 3000	 16000	 high		 Cue2.JPG	 Cue4.JPG	 Cue7.JPG	 Target1458.JPG	 1731	 65063	 1	 yes
10931	20130219	2_A	15:59:08	2	 cueDelay	 81848	 83348		 3000	 1000	 high		 Cue7.JPG	 Cue6.JPG	 Cue4.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelay	 87347	 88847		 4500	 1000	 high		 Cue7.JPG	 Cue2.JPG	 Cue5.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelay	 94347	 95847		 3000	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelay	 99847	 101347		 3000	 1000	 high		 Cue3.JPG	 Cue8.JPG	 Cue2.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 105346	 106846	 108363	 1500	 1000	 high		 Cue1.JPG	 Cue6.JPG	 Cue4.JPG	 Target2357.JPG	 1227	 109590	 1	 no
10931	20130219	2_A	15:59:08	2	 cue	 111879			 NA	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 115379	 116879	 121379	 4500	 1000	 high		 Cue8.JPG	 Cue1.JPG	 Cue3.JPG	 Target1467.JPG	 1187	 122566	 1	 yes
10931	20130219	2_A	15:59:08	2	 cue	 124895			 NA	 4000	 high		 Cue3.JPG	 Cue6.JPG	 Cue1.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cue	 130395			 NA	 1000	 high		 Cue5.JPG	 Cue7.JPG	 Cue3.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 132895	 134395	 135895	 1500	 2000	 high		 Cue7.JPG	 Cue2.JPG	 Cue6.JPG	 Target1368.JPG	 1231	 137126	 1	 yes
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 140411	 141911	 144911	 3000	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1368.JPG	 1431	 146342	 1	 no
10931	20130219	2_A	15:59:08	2	 cue	 148427			 NA	 4000	 high		 Cue7.JPG	 Cue3.JPG	 Cue1.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 153927	 155427	 158427	 3000	 4000	 high		 Cue2.JPG	 Cue4.JPG	 Cue5.JPG	 Target1367.JPG	 1579	 160006	 1	 no
10931	20130219	2_A	15:59:08	2	 cue	 164943			 NA	 4000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 170443	 171943	 176443	 4500	 2000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1457.JPG	 0	 0	 0	 no
10931	20130219	2_A	15:59:08	2	 cueDelay	 180942	 182442		 3000	 2000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelay	 187442	 188942		 1500	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 198441	 199941	 201458	 1500	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2458.JPG	 1180	 202638	 1	 yes
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 204974	 206474	 209474	 3000	 2000	 high		 Cue7.JPG	 Cue6.JPG	 Cue2.JPG	 Target1357.JPG	 1452	 210926	 1	 yes
10931	20130219	2_A	15:59:08	2	 cue	 213990			 NA	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cue	 216490			 NA	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cue	 218990			 NA	 16000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 236489	 237989	 241005	 3000	 8000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target1467.JPG	 1016	 242021	 1	 yes
10931	20130219	2_A	15:59:08	2	 cueDelay	 251522	 253022		 4500	 8000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 265521	 267021	 270021	 3000	 1000	 high		 Cue2.JPG	 Cue3.JPG	 Cue8.JPG	 Target1457.JPG	 1384	 271405	 1	 no
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 273537	 275037	 276537	 1500	 1000	 high		 Cue1.JPG	 Cue3.JPG	 Cue8.JPG	 Target2458.JPG	 1452	 277989	 1	 yes
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 280053	 281553	 286053	 4500	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target1357.JPG	 912	 286965	 1	 yes
10931	20130219	2_A	15:59:08	2	 cueDelay	 296569	 298069		 1500	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelay	 301569	 303069		 1500	 1000	 high		 Cue6.JPG	 Cue7.JPG	 Cue3.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelay	 305569	 307068		 1500	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 310568	 312068	 313569	 1500	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target2467.JPG	 964	 314533	 1	 yes
10931	20130219	2_A	15:59:08	2	 cue	 317085			 NA	 2000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 320584	 322084	 325101	 3000	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target1468.JPG	 904	 326005	 1	 yes
10931	20130219	2_A	15:59:08	2	 cueDelay	 328617	 330117		 1500	 2000	 high		 Cue3.JPG	 Cue8.JPG	 Cue1.JPG	 NA				 NA
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 333617	 335117	 336617	 1500	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target1357.JPG	 1292	 337909	 1	 no
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 341133	 342633	 344133	 1500	 2000	 high		 Cue3.JPG	 Cue1.JPG	 Cue8.JPG	 Target2457.JPG	 1432	 345565	 1	 no
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 348649	 350149	 351649	 1500	 4000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2467.JPG	 1188	 352837	 1	 yes
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 358166	 359666	 362665	 3000	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2468.JPG	 2428	 365093	 1	 no
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 366182	 367682	 369182	 1500	 1000	 high		 Cue4.JPG	 Cue7.JPG	 Cue6.JPG	 Target2358.JPG	 1311	 370493	 1	 no
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 372698	 374198	 375698	 1500	 4000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target2467.JPG	 1219	 376917	 1	 no
10931	20130219	2_A	15:59:08	2	 cueDelayProbe	 382214	 383714	 388231	 4500	 1000	 high		 Cue1.JPG	 Cue7.JPG	 Cue4.JPG	 Target2368.JPG	 1421	 389652	 1	 no
10931	20130219	2_A	15:59:08	2	 cue	 391747			 NA	 1000	 high		 Cue3.JPG	 Cue7.JPG	 Cue5.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 28609	 30109	 31609	 1500	 1000	 high		 Cue2.JPG	 Cue4.JPG	 Cue8.JPG	 Target2367.JPG	 973	 32582	 1	 yes
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 35125	 36625	 38125	 1500	 4000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1357.JPG	 649	 38774	 1	 no
10957	20130310	2_A	23:06:36	2	 cue	 44642			 NA	 1000	 high		 Cue8.JPG	 Cue2.JPG	 Cue3.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelay	 47141	 48641		 1500	 4000	 high		 Cue2.JPG	 Cue6.JPG	 Cue7.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cue	 54141			 NA	 2000	 high		 Cue7.JPG	 Cue3.JPG	 Cue5.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 57641	 59141	 62157	 3000	 16000	 high		 Cue2.JPG	 Cue4.JPG	 Cue7.JPG	 Target1458.JPG	 912	 63069	 1	 yes
10957	20130310	2_A	23:06:36	2	 cueDelay	 80673	 82173		 3000	 1000	 high		 Cue7.JPG	 Cue6.JPG	 Cue4.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelay	 86173	 87673		 4500	 1000	 high		 Cue7.JPG	 Cue2.JPG	 Cue5.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelay	 93172	 94672		 3000	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelay	 98672	 100172		 3000	 1000	 high		 Cue3.JPG	 Cue8.JPG	 Cue2.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 104172	 105672	 107188	 1500	 1000	 high		 Cue1.JPG	 Cue6.JPG	 Cue4.JPG	 Target2357.JPG	 1281	 108469	 1	 no
10957	20130310	2_A	23:06:36	2	 cue	 110705			 NA	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 114204	 115704	 120204	 4500	 1000	 high		 Cue8.JPG	 Cue1.JPG	 Cue3.JPG	 Target1467.JPG	 929	 121133	 1	 yes
10957	20130310	2_A	23:06:36	2	 cue	 123721			 NA	 4000	 high		 Cue3.JPG	 Cue6.JPG	 Cue1.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cue	 129220			 NA	 1000	 high		 Cue5.JPG	 Cue7.JPG	 Cue3.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 131720	 133220	 134720	 1500	 2000	 high		 Cue7.JPG	 Cue2.JPG	 Cue6.JPG	 Target1368.JPG	 1221	 135941	 1	 yes
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 139236	 140736	 143736	 3000	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1368.JPG	 1077	 144813	 1	 no
10957	20130310	2_A	23:06:36	2	 cue	 147253			 NA	 4000	 high		 Cue7.JPG	 Cue3.JPG	 Cue1.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 152752	 154252	 157252	 3000	 4000	 high		 Cue2.JPG	 Cue4.JPG	 Cue5.JPG	 Target1367.JPG	 1097	 158349	 1	 no
10957	20130310	2_A	23:06:36	2	 cue	 163768			 NA	 4000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 169268	 170768	 175268	 4500	 2000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1457.JPG	 689	 175957	 1	 no
10957	20130310	2_A	23:06:36	2	 cueDelay	 179784	 181284		 3000	 2000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelay	 186284	 187784		 1500	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 197283	 198783	 200316	 1500	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2458.JPG	 672	 200988	 1	 yes
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 203833	 205333	 208333	 3000	 2000	 high		 Cue7.JPG	 Cue6.JPG	 Cue2.JPG	 Target1357.JPG	 1151	 209484	 1	 yes
10957	20130310	2_A	23:06:36	2	 cue	 212849			 NA	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cue	 215349			 NA	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cue	 217849			 NA	 16000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 235348	 236848	 239864	 3000	 8000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target1467.JPG	 2012	 241876	 1	 yes
10957	20130310	2_A	23:06:36	2	 cueDelay	 250380	 251880		 4500	 8000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 264380	 265879	 268880	 3000	 1000	 high		 Cue2.JPG	 Cue3.JPG	 Cue8.JPG	 Target1457.JPG	 1108	 269988	 1	 no
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 272396	 273896	 275396	 1500	 1000	 high		 Cue1.JPG	 Cue3.JPG	 Cue8.JPG	 Target2458.JPG	 1088	 276484	 1	 yes
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 278912	 280412	 284912	 4500	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target1357.JPG	 644	 285556	 1	 yes
10957	20130310	2_A	23:06:36	2	 cueDelay	 295428	 296928		 1500	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelay	 300428	 301927		 1500	 1000	 high		 Cue6.JPG	 Cue7.JPG	 Cue3.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelay	 304427	 305927		 1500	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 309427	 310927	 312477	 1500	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target2467.JPG	 679	 313156	 1	 yes
10957	20130310	2_A	23:06:36	2	 cue	 315993			 NA	 2000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 319493	 320993	 323993	 3000	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target1468.JPG	 875	 324868	 1	 yes
10957	20130310	2_A	23:06:36	2	 cueDelay	 327509	 329009		 1500	 2000	 high		 Cue3.JPG	 Cue8.JPG	 Cue1.JPG	 NA				 NA
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 332509	 334009	 335509	 1500	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target1357.JPG	 767	 336276	 1	 no
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 340025	 341525	 343059	 1500	 2000	 high		 Cue3.JPG	 Cue1.JPG	 Cue8.JPG	 Target2457.JPG	 849	 343908	 1	 no
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 347575	 349075	 350575	 1500	 4000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2467.JPG	 781	 351356	 1	 yes
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 357091	 358591	 361591	 3000	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2468.JPG	 876	 362467	 1	 no
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 365107	 366607	 368107	 1500	 1000	 high		 Cue4.JPG	 Cue7.JPG	 Cue6.JPG	 Target2358.JPG	 832	 368939	 1	 no
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 371624	 373124	 374623	 1500	 4000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target2467.JPG	 932	 375555	 1	 no
10957	20130310	2_A	23:06:36	2	 cueDelayProbe	 381140	 382640	 387139	 4500	 1000	 high		 Cue1.JPG	 Cue7.JPG	 Cue4.JPG	 Target2368.JPG	 864	 388003	 1	 no
10957	20130310	2_A	23:06:36	2	 cue	 390656			 NA	 1000	 high		 Cue3.JPG	 Cue7.JPG	 Cue5.JPG	 NA				 NA
10997	20130329	2_A	13:10:43	2	 cueDelayProbe	 34663	 36163	 37680	 1500	 1000	 high		 Cue2.JPG	 Cue4.JPG	 Cue8.JPG	 Target2367.JPG	 882	 38562	 1	 yes
10997	20130329	2_A	13:10:43	2	 cueDelayProbe	 41196	 42696	 44196	 1500	 4000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1357.JPG	 976	 45172	 1	 no
10997	20130329	2_A	13:10:43	2	 cue	 50712			 NA	 1000	 high		 Cue8.JPG	 Cue2.JPG	 Cue3.JPG	 NA				 NA
10997	20130329	2_A	13:10:43	2	 cueDelay	 53212	 54712		 1500	 4000	 high		 Cue2.JPG	 Cue6.JPG	 Cue7.JPG	 NA				 NA
10997	20130329	2_A	13:10:43	2	 cue	 60212			 NA	 2000	 high		 Cue7.JPG	 Cue3.JPG	 Cue5.JPG	 NA				 NA
10997	20130329	2_A	13:10:43	2	 cueDelayProbe	 63712	 65212	 68245	 3000	 16000	 high		 Cue2.JPG	 Cue4.JPG	 Cue7.JPG	 Target1458.JPG	 1322	 69567	 1	 yes
10997	20130329	2_A	13:10:43	2	 cueDelay	 86760	 88260		 3000	 1000	 high		 Cue7.JPG	 Cue6.JPG	 Cue4.JPG	 NA				 NA
10997	20130329	2_A	13:10:43	2	 cueDelay	 92260	 93760		 4500	 1000	 high		 Cue7.JPG	 Cue2.JPG	 Cue5.JPG	 NA				 NA
10997	20130329	2_A	13:10:43	2	 cueDelay	 99260	 100760		 3000	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10997	20130329	2_A	13:10:43	2	 cueDelay	 104759	 106259		 3000	 1000	 high		 Cue3.JPG	 Cue8.JPG	 Cue2.JPG	 NA				 NA
10997	20130329	2_A	13:10:43	2	 cueDelayProbe	 110259	 111759	 113276	 1500	 1000	 high		 Cue1.JPG	 Cue6.JPG	 Cue4.JPG	 Target2357.JPG	 2071	 115347	 1	 no
10997	20130329	2_A	13:10:43	2	 cue	 116792			 NA	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10997	20130329	2_A	13:10:43	2	 cueDelayProbe	 120292	 121792	 126308	 4500	 1000	 high		 Cue8.JPG	 Cue1.JPG	 Cue3.JPG	 Target1467.JPG	 1006	 127314	 1	 yes
10997	20130329	2_A	13:10:43	2	 cue	 129825			 NA	 4000	 high		 Cue3.JPG	 Cue6.JPG	 Cue1.JPG	 NA				 NA
10997	20130329	2_A	13:10:43	2	 cue	 135324			 NA	 1000	 high		 Cue5.JPG	 Cue7.JPG	 Cue3.JPG	 NA				 NA
10997	20130329	2_A	13:10:43	2	 cueDelayProbe	 137824	 139324	 140824	 1500	 2000	 high		 Cue7.JPG	 Cue2.JPG	 Cue6.JPG	 Target1368.JPG	 950	 141774	 1	 yes
10997	20130329	2_A	13:10:43	2	 cueDelayProbe	 145340	 146840	 149840	 3000	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1368.JPG	 1035	 150875	 1	 no
10997	20130329	2_A	13:10:43	2	 cue	 153357			 NA	 4000	 high		 Cue7.JPG	 Cue3.JPG	 Cue1.JPG	 NA				 NA
10997	20130329	2_A	13:10:43	2	 cueDelayProbe	 158856	 160356	 163356	 3000	 4000	 high		 Cue2.JPG	 Cue4.JPG	 Cue5.JPG	 Target1367.JPG	 1414	 164770	 1	 no
10997	20130329	2_A	13:10:43	2	 cue	 169872			 NA	 4000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10997	20130329	2_A	13:10:43	2	 cueDelayProbe	 175372	 176872	 181388	 4500	 2000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1457.JPG	 907	 182295	 1	 no
10997	20130329	2_A	13:10:43	2	 cueDelay	 185905	 187405		 3000	 2000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
10997	20130329	2_A	13:10:43	2	 cueDelay	 192404	 193904		 1500	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10997	20130329	2_A	13:10:43	2	 cueDelayProbe	 203404	 204904	 206420	 1500	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2458.JPG	 821	 207241	 1	 yes
